id;average_length;average_weight;habitat;ph_of_water;color;Gender;life_span
1917;17.12 inches;2.04 kg;lakes;8;Red_and_White_Bi_Color;FALSE;6.6 years
1918;10.37 inches;11.54 kg;slowmovingwaters;6.7;Green_and_Chocolate;TRUE;21 years
1919;19.36 inches;8.52 kg;rivers;6.4;Orange;TRUE;24.7 years
1920;1.82 inches;16.72 kg;lakes;6.7;Green_and_Chocolate;TRUE;20.4 years
1921;6.56 inches;2.61 kg;lakes;7.5;White;TRUE;17 years
1922;1.78 inches;7.59 kg;idlewater;6.5;Green_and_Chocolate;TRUE;12.6 years
1923;14.16 inches;4.08 kg;rivers;7.1;Calico;TRUE;11.4 years
1924;4.9 inches;7.01 kg;rivers;6.4;Red_and_Silver;TRUE;12.2 years
1925;7.39 inches;18.74 kg;idlewater;6.5;Yellow;TRUE;18.5 years
1926;3.45 inches;10.71 kg;lakes;8;Red_and_White_Bi_Color;FALSE;9.2 years
1927;2.24 inches;3.16 kg;ponds;7.9;Reddish_Orange;FALSE;16.2 years
1928;13.64 inches;12.14 kg;idlewater;6.5;Reddish_Orange;TRUE;18 years
1929;13.89 inches;15.65 kg;rivers;6.6;Reddish_Orange;FALSE;8 years
1930;17.54 inches;15.8 kg;lakes;6.6;Reddish_Orange;0;11.2 years
1931;1.07 inches;7.38 kg;ponds;7.7;Reddish_Orange;TRUE;9.6 years
1932;3.54 inches;11.51 kg;slowmovingwaters;7.6;Red_and_White_Bi_Color;FALSE;18.3 years
1933;4.95 inches;5.71 kg;ponds;7.5;Orange;0;5.4 years
1934;17.92 inches;11.7 kg;ponds;7.5;Red_and_White_Bi_Color;FALSE;11.8 years
1935;15.03 inches;8.39 kg;rivers;6.4;Calico;TRUE;17.2 years
1936;5.53 inches;18.64 kg;idlewater;7.9;Red_and_White_Bi_Color;FALSE;4 years
1937;11.92 inches;2.72 kg;ponds;7.2;Yellow;TRUE;5.5 years
1938;1.01 inches;2.55 kg;idlewater;6.3;Orange;FALSE;13.2 years
1939;11.1 inches;2.23 kg;rivers;7.3;Yellow;TRUE;4 years
1940;16.56 inches;18.76 kg;ponds;6.6;Red_and_Silver;TRUE;2.2 years
1941;12.51 inches;12.62 kg;ponds;6.5;Reddish_Orange;TRUE;22.8 years
1942;8.68 inches;15.47 kg;lakes;7.4;Red_and_Silver;FALSE;20.5 years
1943;5.58 inches;2.78 kg;ponds;6.1;Red_and_White_Bi_Color;TRUE;9.8 years
1944;6.22 inches;17.91 kg;idlewater;6.8;White;TRUE;26.3 years
1945;9.92 inches;13.73 kg;lakes;7.4;Orange;FALSE;4 years
1946;14.65 inches;5.49 kg;idlewater;6.3;Black_and_Orange;TRUE;2.6 years
1947;12.7 inches;17.53 kg;idlewater;7.9;Red_and_Silver;TRUE;12 years
1948;3.08 inches;9.35 kg;slowmovingwaters;7.6;Orange;TRUE;24.5 years
1949;16.91 inches;4.21 kg;lakes;6.7;Green_and_Chocolate;TRUE;4 years
1950;5.95 inches;10.98 kg;ponds;6.7;Orange;FALSE;17.2 years
1951;4.43 inches;4.58 kg;slowmovingwaters;6.3;Black_and_Orange;FALSE;2.9 years
1952;19.47 inches;7.03 kg;idlewater;6.4;Reddish_Orange;FALSE;13.6 years
1953;8.31 inches;8.8 kg;ponds;6;Calico;FALSE;13.3 years
1954;18.96 inches;4.3 kg;lakes;6.8;Reddish_Orange;TRUE;13.4 years
1955;16.3 inches;6.04 kg;slowmovingwaters;6.7;Red_and_White_Bi_Color;FALSE;12.7 years
1956;2.84 inches;15.96 kg;lakes;6.6;Yellow;TRUE;1.3 years
1957;12.21 inches;17.69 kg;slowmovingwaters;6.1;Green_and_Chocolate;TRUE;8.9 years
1958;6.04 inches;12.8 kg;lakes;6.5;Green_and_Chocolate;TRUE;21.3 years
1959;14.2 inches;13.97 kg;lakes;6.3;Yellow;TRUE;9.1 years
1960;12.18 inches;13.47 kg;rivers;6.6;Red_and_Silver;TRUE;21.3 years
1961;7 inches;15.02 kg;rivers;7.2;Black_and_Orange;TRUE;5.6 years
1962;14.26 inches;2.28 kg;slowmovingwaters;7.4;Black_and_Orange;TRUE;23 years
1963;3.13 inches;18.75 kg;slowmovingwaters;6.6;Black_and_Orange;TRUE;26.6 years
1964;5.56 inches;13.73 kg;idlewater;6.5;Red_and_Silver;FALSE;9.2 years
1965;7.93 inches;9.31 kg;rivers;7.5;Green_and_Chocolate;FALSE;1.5 years
1966;16.15 inches;13.47 kg;ponds;7.6;Orange;FALSE;10.4 years
1967;11.56 inches;15.25 kg;lakes;6.3;Reddish_Orange;TRUE;4 years
1968;17.87 inches;17.31 kg;lakes;7.8;Orange;TRUE;17.9 years
1969;5.24 inches;6.63 kg;idlewater;6.4;Yellow;TRUE;7.5 years
1970;3.91 inches;10.39 kg;slowmovingwaters;7.8;Reddish_Orange;TRUE;7.9 years
1971;1.49 inches;18.5 kg;idlewater;6.8;Yellow;TRUE;13.6 years
1972;17.92 inches;2.94 kg;lakes;7.4;Orange;FALSE;16.3 years
1973;17.12 inches;5.18 kg;slowmovingwaters;6.5;White;0;12.2 years
1974;6.18 inches;14.31 kg;rivers;7;Red_and_White_Bi_Color;FALSE;25.1 years
1975;2.68 inches;6.16 kg;rivers;6.9;Reddish_Orange;TRUE;2.1 years
1976;10.66 inches;3.63 kg;rivers;6.1;Green_and_Chocolate;TRUE;19.9 years
1977;18.02 inches;11.33 kg;lakes;6.8;Black_and_Orange;TRUE;9.9 years
1978;11.36 inches;9.28 kg;slowmovingwaters;6.3;Red_and_Silver;FALSE;21.3 years
1979;12.01 inches;13.76 kg;rivers;7.7;Yellow;FALSE;5.2 years
1980;1.23 inches;3.45 kg;ponds;6.3;Red_and_Silver;TRUE;20.5 years
1981;16.63 inches;2.57 kg;slowmovingwaters;7.1;Calico;FALSE;10.1 years
1982;12.15 inches;9.18 kg;slowmovingwaters;6.1;Green_and_Chocolate;FALSE;13 years
1983;5.77 inches;9.58 kg;idlewater;6.7;Green_and_Chocolate;FALSE;8.2 years
1984;14.25 inches;14.43 kg;slowmovingwaters;8;Green_and_Chocolate;FALSE;11.5 years
1985;14.87 inches;6.92 kg;lakes;7.5;Black_and_Orange;TRUE;20.7 years
1986;17.39 inches;11.66 kg;lakes;6.5;Red_and_White_Bi_Color;TRUE;18 years
1987;3.48 inches;14.84 kg;lakes;6.5;Black_and_Orange;TRUE;15.3 years
1988;4.39 inches;9.15 kg;rivers;6.5;Red_and_Silver;TRUE;21 years
1989;3.84 inches;10.51 kg;rivers;7.6;Orange;TRUE;26.4 years
1990;7.61 inches;16.95 kg;ponds;6.5;Red_and_Silver;FALSE;3.2 years
1991;18.32 inches;9.5 kg;lakes;6.1;Green_and_Chocolate;TRUE;9.4 years
1992;15.34 inches;17.89 kg;slowmovingwaters;7;Orange;FALSE;17.9 years
1993;8.98 inches;7.37 kg;lakes;6.6;Yellow;TRUE;19.8 years
1994;11.13 inches;15.85 kg;ponds;7.1;Black_and_Orange;TRUE;4.9 years
1995;8.6 inches;5.57 kg;lakes;7;Orange;FALSE;20.1 years
1996;16.12 inches;6.46 kg;ponds;8;Red_and_White_Bi_Color;0;6.4 years
1997;7.5 inches;7.07 kg;rivers;6.3;Black_and_Orange;TRUE;14 years
1998;10.52 inches;3.27 kg;slowmovingwaters;6.1;Orange;TRUE;13.1 years
1999;7.7 inches;15.41 kg;ponds;7.8;Orange;FALSE;15.6 years
2000;11.55 inches;11.61 kg;idlewater;7.5;Red_and_Silver;FALSE;13.6 years
