scientific_name;common_name;meaning;diet;length_m;weight_kg;height_m;locomotion;period;lived_in;behavior_notes;first_discovered;fossil_location;notable_features;intelligence_level;source_link;row_index
Priodontognathus;Priodontognathus;Saw tooth jaw;Carnivore;3.0;150.0;1.0;Bipedal;Late Jurassic;Europe;Theropod dinosaur;1932;England;Small predator;Medium;https://en.wikipedia.org/wiki/Priodontognathus;933
Proa;Proa;Early;Herbivore;6.5;2000.0;2.5;Bipedal;Late Cretaceous;Europe;Hadrosaur dinosaur;2000;Mongolia;Robust hadrosaur;Medium;https://en.wikipedia.org/wiki/Proa_(dinosaur);934
Probactrosaurus;Probactrosaurus;Early Bactrosaurus;Herbivore;7.0;2500.0;2.5;Bipedal;Late Cretaceous;Asia;Primitive hadrosaurid;1952;China;Medium-sized hadrosaur;Medium;https://en.wikipedia.org/wiki/Probactrosaurus;935
Proceratosaurus;Proceratosaurus;Before Ceratosaurus;Carnivore;6.0;700.0;2.0;Bipedal;Early Jurassic;Europe;Tyrannosauroid dinosaur;1910;England;Early tyrannosaur;Medium;https://en.wikipedia.org/wiki/Proceratosaurus;936
Procheneosaurus;Procheneosaurus;Early Neosaurus;Herbivore;5.0;1200.0;2.0;Bipedal;Late Cretaceous;Asia;Hadrosaur dinosaur;1936;Mongolia;Medium-sized hadrosaur;Medium;https://en.wikipedia.org/wiki/Procheneosaurus;937
Procompsognathus;Procompsognathus;Before Compsognathus;Carnivore;1.2;15.0;0.5;Bipedal;Late Triassic;Europe;Theropod dinosaur;1900;Germany;Small and fast predator;Medium;https://en.wikipedia.org/wiki/Procompsognathus;938
Prodeinodon;Prodeinodon;Before Deinodon;Carnivore;6.0;600.0;2.0;Bipedal;Early Cretaceous;Asia;Theropod dinosaur;1920;China;Large predator;Medium;https://en.wikipedia.org/wiki/Prodeinodon;939
Propanoplosaurus;Propanoplosaurus;Before Panoplosaurus;Herbivore;1.5;100.0;0.7;Quadrupedal;Late Cretaceous;North America;Ankylosaur dinosaur;1990;USA;Small armored herbivore;Medium;https://en.wikipedia.org/wiki/Propanoplosaurus;940
Proplanicoxa;Proplanicoxa;Before Planicoxa;Herbivore;3.0;200.0;1.0;Bipedal;Late Cretaceous;North America;Ornithopod dinosaur;2003;USA;Medium-sized ornithopod;Medium;https://en.wikipedia.org/wiki/Proplanicoxa;941
Prosaurolophus;Prosaurolophus;Before Saurolophus;Herbivore;8.0;3000.0;2.7;Bipedal;Late Cretaceous;North America;Hadrosaurid dinosaur;1916;USA;Well-known hadrosaur;Medium;https://en.wikipedia.org/wiki/Prosaurolophus;942
Protarchaeopteryx;Protarchaeopteryx;First ancient wing;Carnivore;1.0;15.0;0.5;Bipedal;Late Jurassic;Asia;Theropod dinosaur;1997;China;Feathered dinosaur;Medium;https://en.wikipedia.org/wiki/Protarchaeopteryx;943
Protiguanodon;Protiguanodon;First Iguanodon;Herbivore;4.0;700.0;1.8;Bipedal;Late Cretaceous;Europe;Iguanodontid dinosaur;2001;Spain;Medium-sized herbivore;Medium;https://en.wikipedia.org/wiki/Protiguanodon;944
Protoavis;Protoavis;First bird;Carnivore;1.0;20.0;0.5;Bipedal;Late Triassic;North America;Possible early bird dinosaur;1991;USA;Controversial fossil;Unknown;https://en.wikipedia.org/wiki/Protoavis;945
Protognathosaurus;Protognathosaurus;First jaw lizard;Herbivore;6.0;2500.0;2.0;Bipedal;Late Jurassic;Asia;Stegosaurid dinosaur;2000;China;Medium-sized herbivore;Medium;https://en.wikipedia.org/wiki/Protognathosaurus;946
Protohadros;Protohadros;First hadrosaur;Herbivore;7.0;3500.0;2.5;Bipedal;Late Cretaceous;North America;Hadrosauroid dinosaur;1994;USA;Primitive hadrosaur;Medium;https://en.wikipedia.org/wiki/Protohadros;947
Protosuchus;Protosuchus;First crocodile;Carnivore;1.5;15.0;0.6;Bipedal;Early Jurassic;North America;Early crocodyliform;1883;USA;Small terrestrial carnivore;Medium;https://en.wikipedia.org/wiki/Protosuchus;948
Pseudolagosuchus;Pseudolagosuchus;False rabbit crocodile;Carnivore;2.0;40.0;0.8;Bipedal;Late Triassic;South America;Theropod dinosaur;1997;Argentina;Small predator;Medium;https://en.wikipedia.org/wiki/Pseudolagosuchus;949
Psittacosaurus;Psittacosaurus;Parrot lizard;Herbivore;2.0;20.0;0.7;Bipedal;Early Cretaceous;Asia;Ceratopsian dinosaur;1923;China;Small beaked herbivore;Medium;https://en.wikipedia.org/wiki/Psittacosaurus;950
Pteropelyx;Pteropelyx;Wing fin;Herbivore;6.0;2000.0;2.0;Quadrupedal;Late Cretaceous;North America;Hadrosaur dinosaur;1900;USA;Medium-sized hadrosaur;Medium;https://en.wikipedia.org/wiki/Pteropelyx;951
Pterospondylus;Pterospondylus;Wing vertebra;Carnivore;3.0;200.0;1.0;Bipedal;Late Jurassic;Europe;Theropod dinosaur;1999;Germany;Medium predator;Medium;https://en.wikipedia.org/wiki/Pterospondylus;952
Puertasaurus;Puertasaurus;Puerta lizard;Herbivore;30.0;40000.0;6.0;Quadrupedal;Late Cretaceous;South America;Titanosaur sauropod;2005;Argentina;Huge sauropod;Medium;https://en.wikipedia.org/wiki/Puertasaurus;953
Pukyongosaurus;Pukyongosaurus;Pukyong lizard;Herbivore;6.0;2500.0;2.0;Bipedal;Late Cretaceous;Asia;Ornithopod dinosaur;2001;South Korea;Medium-sized herbivore;Medium;https://en.wikipedia.org/wiki/Pukyongosaurus;954
Pycnonemosaurus;Pycnonemosaurus;Dense southern lizard;Carnivore;7.0;2500.0;2.5;Bipedal;Late Cretaceous;South America;Theropod dinosaur;2002;Brazil;Large predator;Medium;https://en.wikipedia.org/wiki/Pycnonemosaurus;955
Pyroraptor;Pyroraptor;Fire thief;Carnivore;2.0;15.0;0.7;Bipedal;Late Cretaceous;Europe;Troodontid dinosaur;2000;France;Small agile predator;Medium;https://en.wikipedia.org/wiki/Pyroraptor;956
Qiaowanlong;Qiaowanlong;Qiaowan dragon;Herbivore;9.0;3500.0;3.0;Bipedal;Early Cretaceous;Asia;Ornithopod dinosaur;2010;China;Large herbivore;Medium;https://en.wikipedia.org/wiki/Qiaowanlong;957
Qingxiusaurus;Qingxiusaurus;Qingxiu lizard;Herbivore;8.0;3500.0;3.0;Quadrupedal;Late Cretaceous;Asia;Sauropod dinosaur;2008;China;Large sauropod;Medium;https://en.wikipedia.org/wiki/Qingxiusaurus;958
Qinlingosaurus;Qinlingosaurus;Qinling lizard;Herbivore;10.0;4500.0;3.5;Quadrupedal;Late Cretaceous;Asia;Sauropod dinosaur;1997;China;Large herbivore;Medium;https://en.wikipedia.org/wiki/Qinlingosaurus;959
Quetecsaurus;Quetecsaurus;Quetec lizard;Herbivore;10.0;3500.0;3.0;Quadrupedal;Late Cretaceous;North America;Sauropod dinosaur;2016;Mexico;Large sauropod;Medium;https://en.wikipedia.org/wiki/Quetecsaurus;960
Quilmesaurus;Quilmesaurus;Quilmes lizard;Carnivore;6.0;700.0;2.0;Bipedal;Late Cretaceous;South America;Theropod dinosaur;2004;Argentina;Medium predator;Medium;https://en.wikipedia.org/wiki/Quilmesaurus;961
Rahiolisaurus;Rahiolisaurus;Rahioli lizard;Herbivore;8.0;3500.0;3.0;Quadrupedal;Late Cretaceous;Asia;Titanosaur sauropod;2010;India;Large herbivore;Medium;https://en.wikipedia.org/wiki/Rahiolisaurus;962
Rahonavis;Rahonavis;Fast bird;Carnivore;1.0;15.0;0.5;Bipedal;Late Cretaceous;Madagascar;Avian theropod;2000;Madagascar;Small feathered dinosaur;Medium;https://en.wikipedia.org/wiki/Rahonavis;963
Rapetosaurus;Rapetosaurus;Fast lizard;Herbivore;15.0;18000.0;5.5;Quadrupedal;Late Cretaceous;Madagascar;Titanosaur sauropod;2001;Madagascar;Very large sauropod;Medium;https://en.wikipedia.org/wiki/Rapetosaurus;964
Raptorex;Raptorex;King thief;Carnivore;6.0;700.0;2.0;Bipedal;Late Cretaceous;Asia;Tyrannosauroid dinosaur;2009;China;Small tyrannosaur;Medium;https://en.wikipedia.org/wiki/Raptorex;965
Ratchasimasaurus;Ratchasimasaurus;Ratchasima lizard;Carnivore;6.0;700.0;2.0;Bipedal;Late Cretaceous;Asia;Theropod dinosaur;2012;Thailand;Medium predator;Medium;https://en.wikipedia.org/wiki/Ratchasimasaurus;966
Regnosaurus;Regnosaurus;King lizard;Herbivore;6.0;400.0;1.5;Bipedal;Early Cretaceous;Europe;Ornithopod dinosaur;1910;England;Medium herbivore;Medium;https://en.wikipedia.org/wiki/Regnosaurus;967
Rhadinosaurus;Rhadinosaurus;Slender lizard;Carnivore;5.0;500.0;1.8;Bipedal;Late Cretaceous;Europe;Theropod dinosaur;1902;Austria;Small predator;Medium;https://en.wikipedia.org/wiki/Rhadinosaurus;968
Riabininohadros;Riabininohadros;Riabinin hadrosaur;Herbivore;8.0;3500.0;3.0;Bipedal;Late Cretaceous;Europe;Hadrosaur dinosaur;2015;Ukraine;Large herbivore;Medium;https://en.wikipedia.org/wiki/Riabininohadros;969
Rinconsaurus;Rinconsaurus;Rincon lizard;Herbivore;9.0;6000.0;3.5;Quadrupedal;Late Cretaceous;South America;Titanosaur sauropod;1996;Argentina;Large sauropod;Medium;https://en.wikipedia.org/wiki/Rinconsaurus;970
Rocasaurus;Rocasaurus;Rock lizard;Herbivore;6.0;3500.0;2.5;Bipedal;Late Cretaceous;South America;Titanosaur sauropod;1985;Argentina;Medium-sized herbivore;Medium;https://en.wikipedia.org/wiki/Rocasaurus;971
Ronaldoraptor;Ronaldoraptor;Ronaldo thief;Carnivore;2.0;50.0;1.0;Bipedal;Late Cretaceous;South America;Troodontid dinosaur;2019;Argentina;Small agile predator;Medium;https://en.wikipedia.org/wiki/Ronaldoraptor;972
Rubeosaurus;Rubeosaurus;Red lizard;Herbivore;6.0;3500.0;2.5;Bipedal;Late Cretaceous;North America;Ceratopsian dinosaur;2009;USA;Medium-sized ceratopsian;Medium;https://en.wikipedia.org/wiki/Rubeosaurus;973
Ruehleia;Ruehleia;Ruehle's lizard;Herbivore;4.5;200.0;1.3;Bipedal;Early Jurassic;Europe;Sauropodomorph dinosaur;1939;Germany;Early sauropodomorph;Medium;https://en.wikipedia.org/wiki/Ruehleia;974
Rukwatitan;Rukwatitan;Rukwa titan;Herbivore;20.0;35000.0;5.0;Quadrupedal;Late Cretaceous;Africa;Titanosaur sauropod;2014;Tanzania;Large sauropod;Medium;https://en.wikipedia.org/wiki/Rukwatitan;975
Ruyangosaurus;Ruyangosaurus;Ruyang lizard;Herbivore;20.0;30000.0;5.5;Quadrupedal;Late Cretaceous;Asia;Titanosaur sauropod;2009;China;Large herbivore;Medium;https://en.wikipedia.org/wiki/Ruyangosaurus;976
Sahaliyania;Sahaliyania;Sahaliyan lizard;Herbivore;6.0;3500.0;2.5;Bipedal;Late Cretaceous;Asia;Hadrosaurid dinosaur;2013;China;Medium-sized hadrosaur;Medium;https://en.wikipedia.org/wiki/Sahaliyania;977
Saltriovenator;Saltriovenator;Saltrio hunter;Carnivore;8.0;1000.0;3.0;Bipedal;Early Jurassic;Europe;Theropod dinosaur;2014;Italy;Large early theropod;Medium;https://en.wikipedia.org/wiki/Saltriovenator;978
Sanchusaurus;Sanchusaurus;Sanchu lizard;Carnivore;4.0;200.0;1.2;Bipedal;Late Jurassic;Asia;Theropod dinosaur;2010;China;Medium predator;Medium;https://en.wikipedia.org/wiki/Sanchusaurus;979
Sangonghesaurus;Sangonghesaurus;Sangonghe lizard;Herbivore;9.0;4000.0;3.0;Quadrupedal;Late Jurassic;Asia;Sauropod dinosaur;2011;China;Large herbivore;Medium;https://en.wikipedia.org/wiki/Sangonghesaurus;980
Sanjuansaurus;Sanjuansaurus;San Juan lizard;Carnivore;3.5;100.0;1.0;Bipedal;Late Triassic;South America;Theropod dinosaur;2005;Argentina;Small predator;Medium;https://en.wikipedia.org/wiki/Sanjuansaurus;981
Sanpasaurus;Sanpasaurus;Sanpa lizard;Herbivore;8.0;4000.0;3.0;Bipedal;Early Jurassic;Asia;Sauropod dinosaur;1940;China;Medium sauropod;Medium;https://en.wikipedia.org/wiki/Sanpasaurus;982
Santanaraptor;Santanaraptor;Santana thief;Carnivore;3.5;80.0;1.0;Bipedal;Early Cretaceous;South America;Theropod dinosaur;1996;Brazil;Small predator;Medium;https://en.wikipedia.org/wiki/Santanaraptor;983
Sarahsaurus;Sarahsaurus;Sarah's lizard;Carnivore;4.0;120.0;1.2;Bipedal;Early Jurassic;North America;Theropod dinosaur;1998;USA;Medium predator;Medium;https://en.wikipedia.org/wiki/Sarahsaurus;984
Sarcolestes;Sarcolestes;Flesh robber;Herbivore;4.0;400.0;1.2;Quadrupedal;Early Cretaceous;Europe;Ankylosaurian dinosaur;1920;UK;Medium armored dinosaur;Medium;https://en.wikipedia.org/wiki/Sarcolestes;985
Sarmientosaurus;Sarmientosaurus;Sarmiento lizard;Herbivore;10.0;7000.0;3.5;Quadrupedal;Late Cretaceous;South America;Titanosaur sauropod;2016;Argentina;Large sauropod;Medium;https://en.wikipedia.org/wiki/Sarmientosaurus;986
Saturnalia;Saturnalia;Saturnalia festival;Herbivore;1.5;25.0;0.8;Bipedal;Late Triassic;South America;Sauropodomorph dinosaur;1999;Brazil;Early herbivore;Medium;https://en.wikipedia.org/wiki/Saturnalia;987
Saurolophus?;Saurolophus;Lizard crest;Herbivore;9.0;3000.0;3.0;Quadrupedal;Late Cretaceous;North America;Hadrosaur dinosaur;1912;USA;Large hadrosaur;Medium;https://en.wikipedia.org/wiki/Saurolophus;988
Sauroniops;Sauroniops;Sauron face;Carnivore;7.0;1000.0;3.0;Bipedal;Late Cretaceous;Asia;Theropod dinosaur;2012;North Africa;Large predator;Medium;https://en.wikipedia.org/wiki/Sauroniops;989
Sauroplites;Sauroplites;Lizard armor;Herbivore;5.0;1500.0;2.0;Quadrupedal;Late Cretaceous;Asia;Ankylosaurian dinosaur;2007;China;Medium armored dinosaur;Medium;https://en.wikipedia.org/wiki/Sauroplites;990
Sauroposeidon;Sauroposeidon;Lizard earthquake god;Herbivore;30.0;60000.0;12.0;Quadrupedal;Early Cretaceous;North America;Sauropod dinosaur;1999;USA;One of the tallest dinosaurs;Medium;https://en.wikipedia.org/wiki/Sauroposeidon;991
Saurornithoides;Saurornithoides;Lizard bird-like;Carnivore;2.5;70.0;1.0;Bipedal;Late Cretaceous;Asia;Troodontid dinosaur;1924;Mongolia;Small, fast predator;Medium;https://en.wikipedia.org/wiki/Saurornithoides;992
Saurornitholestes;Saurornitholestes;Lizard bird thief;Carnivore;2.0;50.0;0.9;Bipedal;Late Cretaceous;North America;Troodontid dinosaur;1924;USA;Small agile predator;Medium;https://en.wikipedia.org/wiki/Saurornitholestes;993
Saurosuchus;Saurosuchus;Lizard crocodile;Carnivore;7.0;1000.0;3.0;Quadrupedal;Late Triassic;South America;Aetosaurs;1980;Argentina;Large predator;Medium;https://en.wikipedia.org/wiki/Saurosuchus;994
Savannasaurus;Savannasaurus;Savanna lizard;Herbivore;8.0;3000.0;3.0;Quadrupedal;Late Cretaceous;South America;Titanosaur sauropod;1999;Australia;Large herbivore;Medium;https://en.wikipedia.org/wiki/Savannasaurus;995
Scansoriopteryx;Scansoriopteryx;Climbing wing;Carnivore;0.6;0.5;0.2;Bipedal;Late Jurassic;Asia;Small feathered dinosaur;2002;China;Very small, arboreal;Medium;https://en.wikipedia.org/wiki/Scansoriopteryx;996
Scipionyx;Scipionyx;Scipio's claw;Carnivore;1.0;3.0;0.3;Bipedal;Early Cretaceous;Europe;Theropod dinosaur;1981;Italy;Small predator;Medium;https://en.wikipedia.org/wiki/Scipionyx;997
Sciurumimus;Sciurumimus;Squirrel mimic;Carnivore;2.0;15.0;0.7;Bipedal;Late Jurassic;Europe;Theropod dinosaur;2012;Germany;Small feathered predator;Medium;https://en.wikipedia.org/wiki/Sciurumimus;998
Scleromochlus;Scleromochlus;Hard runner;Carnivore;0.6;1.0;0.3;Bipedal;Late Triassic;Europe;Triassic archosaur;1907;UK;Small agile predator;Unknown;https://en.wikipedia.org/wiki/Scleromochlus;999
Scolosaurus;Scolosaurus;Spine lizard;Herbivore;5.5;2000.0;2.0;Quadrupedal;Late Cretaceous;North America;Ankylosaurian dinosaur;1928;Canada;Armored dinosaur;Medium;https://en.wikipedia.org/wiki/Scolosaurus;1000
Scuttelosaurus;Scuttelosaurus;Ditch lizard;Herbivore;2.0;150.0;1.0;Bipedal;Early Cretaceous;North America;Ornithopod dinosaur;1998;USA;Small herbivore;Medium;https://en.wikipedia.org/wiki/Scuttelosaurus;1001
Segisaurus;Segisaurus;Segi lizard;Carnivore;1.0;3.0;0.3;Bipedal;Early Jurassic;North America;Theropod dinosaur;1936;USA;Small predator;Medium;https://en.wikipedia.org/wiki/Segisaurus;1002
Seitaad;Seitaad;Seitaad (thunder);Herbivore;3.0;150.0;1.0;Quadrupedal;Early Jurassic;North America;Sauropodomorph dinosaur;2007;USA;Small early herbivore;Medium;https://en.wikipedia.org/wiki/Seitaad;1003
Sellacoxa;Sellacoxa;Saddle hip;Herbivore;4.0;400.0;1.5;Quadrupedal;Late Jurassic;Europe;Sauropodomorph dinosaur;2007;Germany;Medium early sauropod;Medium;https://en.wikipedia.org/wiki/Sellacoxa;1004
Sellosaurus;Sellosaurus;Sello lizard;Herbivore;4.0;350.0;1.3;Bipedal;Late Triassic;Europe;Sauropodomorph dinosaur;1910;USA;Early dinosaur;Medium;https://en.wikipedia.org/wiki/Sellosaurus;1005
Serendipaceratops;Serendipaceratops;Serendip horned face;Herbivore;5.0;2000.0;2.0;Quadrupedal;Late Cretaceous;Oceania;Ceratopsian dinosaur;2010;Australia;Medium ceratopsian;Medium;https://en.wikipedia.org/wiki/Serendipaceratops;1006
Shantungosaurus;Shantungosaurus;Shandong lizard;Herbivore;15.0;16000.0;5.0;Quadrupedal;Late Cretaceous;Asia;Hadrosaurid dinosaur;1973;China;Largest hadrosaur;Medium;https://en.wikipedia.org/wiki/Shantungosaurus;1007
Shanxia;Shanxia;Shanxia;Herbivore;5.0;2000.0;2.0;Quadrupedal;Late Cretaceous;Asia;Ankylosaurian dinosaur;2001;China;Medium armored dinosaur;Medium;https://en.wikipedia.org/wiki/Shanxia;1008
Shanyangosaurus;Shanyangosaurus;Shanyang lizard;Carnivore;6.0;500.0;2.5;Bipedal;Late Cretaceous;Asia;Theropod dinosaur;1999;China;Medium predator;Medium;https://en.wikipedia.org/wiki/Shanyangosaurus;1009
Shaochilong;Shaochilong;Shaochi dragon;Carnivore;8.0;1000.0;3.0;Bipedal;Late Cretaceous;Asia;Theropod dinosaur;2009;China;Large carcharodontosaurid;Medium;https://en.wikipedia.org/wiki/Shaochilong;1010
Shenzhousaurus;Shenzhousaurus;Shenzhou lizard;Carnivore;1.5;20.0;0.8;Bipedal;Early Cretaceous;Asia;Theropod dinosaur;2003;China;Small predator;Medium;https://en.wikipedia.org/wiki/Shenzhousaurus;1011
Shidaisaurus;Shidaisaurus;Shidai lizard;Carnivore;6.0;500.0;2.5;Bipedal;Early Jurassic;Asia;Theropod dinosaur;2009;China;Medium predator;Medium;https://en.wikipedia.org/wiki/Shidaisaurus;1012
Shishugounykus;Shishugounykus;Shishugou claw;Carnivore;1.0;10.0;0.5;Bipedal;Late Cretaceous;Asia;Alvarezsaurid theropod;2019;China;Small, fast predator;Medium;https://en.wikipedia.org/wiki/Shishugounykus;1013
Shixinggia;Shixinggia;Shixing lizard;Herbivore;6.0;3000.0;2.5;Quadrupedal;Late Cretaceous;Asia;Hadrosaurid dinosaur;2006;China;Medium hadrosaur;Medium;https://en.wikipedia.org/wiki/Shixinggia;1014
Shuangmiaosaurus;Shuangmiaosaurus;Shuangmiao lizard;Herbivore;8.0;3500.0;3.0;Quadrupedal;Late Cretaceous;Asia;Hadrosaurid dinosaur;2007;China;Large hadrosaur;Medium;https://en.wikipedia.org/wiki/Shuangmiaosaurus;1015
Shunosaurus;Shunosaurus;Shu lizard;Herbivore;9.5;3000.0;3.5;Quadrupedal;Jurassic;Asia;Sauropod dinosaur;1977;China;Medium sauropod;Medium;https://en.wikipedia.org/wiki/Shunosaurus;1016
Shuvuuia;Shuvuuia;Bird;Carnivore;0.6;3.0;0.3;Bipedal;Late Cretaceous;Asia;Alvarezsaurid theropod;1998;Mongolia;Small predator;Medium;https://en.wikipedia.org/wiki/Shuvuuia;1017
Siamodon;Siamodon;Siam tooth;Herbivore;6.0;2500.0;2.5;Quadrupedal;Late Cretaceous;Asia;Hadrosaurid dinosaur;2009;Thailand;Medium hadrosaur;Medium;https://en.wikipedia.org/wiki/Siamodon;1018
Siamosaurus;Siamosaurus;Siam lizard;Carnivore;9.0;2500.0;3.5;Bipedal;Late Cretaceous;Asia;Theropod dinosaur;1986;Thailand;Large spinosaurid;Medium;https://en.wikipedia.org/wiki/Siamosaurus;1019
Siamotyrannus;Siamotyrannus;Siam tyrant;Carnivore;8.0;1500.0;3.0;Bipedal;Early Cretaceous;Asia;Tyrannosauroid theropod;1996;Thailand;Large early tyrannosauroid;Medium;https://en.wikipedia.org/wiki/Siamotyrannus;1020
Siamraptor;Siamraptor;Siam thief;Carnivore;8.0;1200.0;3.0;Bipedal;Early Cretaceous;Asia;Theropod dinosaur;2019;Thailand;Medium large predator;Medium;https://en.wikipedia.org/wiki/Siamraptor;1021
Siats;Siats;Siats (Native American myth);Carnivore;9.0;4000.0;3.5;Bipedal;Late Cretaceous;North America;Theropod dinosaur;2013;USA;Large predator;Medium;https://en.wikipedia.org/wiki/Siats;1022
Sigilmassasaurus;Sigilmassasaurus;Sigilmassa lizard;Carnivore;9.0;2500.0;3.5;Bipedal;Late Cretaceous;Africa;Theropod dinosaur;1996;Morocco;Large spinosaurid;Medium;https://en.wikipedia.org/wiki/Sigilmassasaurus;1023
Silesaurus;Silesaurus;Silesian lizard;Herbivore;2.3;20.0;1.0;Bipedal;Late Triassic;Europe;Silesaurid dinosaur;1932;Poland;Early dinosaur relative;Unknown;https://en.wikipedia.org/wiki/Silesaurus;1024
Siluosaurus;Siluosaurus;Silu lizard;Herbivore;8.0;3000.0;3.0;Quadrupedal;Late Cretaceous;Asia;Sauropod dinosaur;2004;China;Medium sauropod;Medium;https://en.wikipedia.org/wiki/Siluosaurus;1025
Silvisaurus;Silvisaurus;Forest lizard;Herbivore;5.0;1500.0;2.0;Quadrupedal;Late Cretaceous;North America;Ankylosaurian dinosaur;2001;USA;Medium armored dinosaur;Medium;https://en.wikipedia.org/wiki/Silvisaurus;1026
Similicaudipteryx;Similicaudipteryx;Similar tail feather;Carnivore;1.5;15.0;0.5;Bipedal;Late Cretaceous;Asia;Oviraptorosaur theropod;2008;China;Small predator;Medium;https://en.wikipedia.org/wiki/Similicaudipteryx;1027
Sinocalliopteryx;Sinocalliopteryx;Chinese beautiful wing  ;Carnivore;2.4;20.0;0.7;Bipedal;Late Cretaceous;Asia;Theropod dinosaur;2007;China;Medium predator;Medium;https://en.wikipedia.org/wiki/Sinocalliopteryx;1028
Sinoceratops;Sinoceratops;Chinese horned face  ;Herbivore;6.0;2000.0;2.0;Quadrupedal;Late Cretaceous;Asia;Ceratopsian dinosaur;2010;China;Medium ceratopsian;Medium;https://en.wikipedia.org/wiki/Sinoceratops;1029
Sinocoelurus;Sinocoelurus;Chinese hollow lizard  ;Carnivore;3.0;100.0;1.0;Bipedal;Late Jurassic;Asia;Theropod dinosaur;1942;China;Small predator;Unknown;https://en.wikipedia.org/wiki/Sinocoelurus;1030
Sinopliosaurus;Sinopliosaurus;Chinese Pliosaurus  ;Carnivore;5.0;200.0;1.5;Bipedal;Jurassic;Asia;Spinosaurid dinosaur;1944;China;Possible spinosaurid;Unknown;https://en.wikipedia.org/wiki/Sinopliosaurus;1031
Sinornithoides;Sinornithoides;Chinese bird-like  ;Carnivore;1.2;15.0;0.5;Bipedal;Late Cretaceous;Asia;Troodontid dinosaur;1994;China;Small predator;Medium;https://en.wikipedia.org/wiki/Sinornithoides;1032
Sinornithomimus;Sinornithomimus;Chinese bird mimic  ;Carnivore;2.0;50.0;1.0;Bipedal;Late Cretaceous;Asia;Ornithomimid dinosaur;1993;China;Small fast runner;Medium;https://en.wikipedia.org/wiki/Sinornithomimus;1033
Sinornithosaurus;Sinornithosaurus;Chinese bird lizard  ;Carnivore;1.2;15.0;0.5;Bipedal;Late Cretaceous;Asia;Dromaeosaurid dinosaur;1999;China;Small feathered predator;Medium;https://en.wikipedia.org/wiki/Sinornithosaurus;1034
Sinosauropteryx;Sinosauropteryx;Chinese lizard wing  ;Carnivore;1.0;4.0;0.3;Bipedal;Late Cretaceous;Asia;Theropod dinosaur;1996;China;Small feathered dinosaur;Medium;https://en.wikipedia.org/wiki/Sinosauropteryx;1035
